price,number,Streetname,streetType,city,province,neighbourhood,long,lat,SoccerField,PicnicFacility,ArtificialTurfSoccerField,TrailAccess,Washroom,Airport,Monument,Penitentiary,BallDiamond,Park,SplashPad,Arena,Village,EducationFacility,Playground,Museum,SkateboardPark,ParkingLot,,FireStation,EnergyDistribution,Washroom(M),BasketballCourt,FireTrainingCentre,RadioStation,Quarry-Active,TennisCourt,OutdoorRink,RecreationFacility,PrivateBallDiamond,PlaceofWorship,Hospital,ParkandRide,Queen'sUniversity,BoatRamp,Quarry-Abandoned,ChildcareFacility,EmploymentServices,PrivateRecreationFacility,Trailhead&Parking,RunningTrack,Town,ChangeRoom,NewsPaper,Gallery,TaxiStand,Parkette,BattingCage,GolfCourse,TrailAccess&Parking,Education,ProvincialGovernment,BMXTrack,Amusement/WaterPark,LongTermCare,Cemetery,DrinkFountain,HeritageSite,FutureSplashPad,ShoppingCentre,CommunityGarden,FerryDock,RMC,Track&Field,PickleballCourt,BeachVolleyballCourt,Queen'sUHistoricBuilding,MunicipalWastewaterTreatmentPlant,MunicipalGovernmentFacility,CellAntenna,HistoricSite,Off-LeashDogPark,GovernmentCentre,FACSFLA,SettlementServices,PostOffice,CourtHouse,FerryTerminal,Bench,TelevisionStation,Transmitter-Rogers,SwimmingPool,Washroom(W),RecreationCentre,Swingset,CommunicationTower,SolarFarm,Beach,FormerGrainElevevator,PlaceName,Municipal-UnmaintainedBoatRamp,Pier,Library,Theatre,Hotel/Motel,Fountain,PrimaryEOC,DrivingRange,ChildcareFacilty,PoliceStation,CulturalCentre,AthleticCentre,WaterPurificationPlant,Multi-UseCourt,Marina,Post-SecondaryEducation,CellTower,ChildcareFacility(CFB),ChildcareFacility(Private),ChildcarePrograms,MilitaryFamilyResourceCentre,CommunicationsTower,BusTransferStation,CRCAOffice,CanadianCoastGuard,SoccerField-Mini,HealthCentre,EmergencyResponseFacility,AmbulanceStation,GrantHouse,BusinessPark,Plaza,ReserveTrainingCentre,CurlingCentre,Quenn'sUHistoricBuilding,AquaticsCentre,CommunityCentre,Kingston&AreaRecyclingCo,SportsField,Church,TrainStation,SecondarySchool,BusStation,MarketSquare,AirportTerminal,SwingSet,Basketball,BasketbalCourt,QuarryActive,Motel,Memorial,WaterTower,CommunityService,WaterPark,Lock,CommunityServices,AmbulanceOffices,InfoCentre,CFB,WasteTransferStation,SocialServices,OutdoorAquaticsCentre,WPP,Queen'sUniversityWestCampus,IsabelBaderCentreforPerformingArts,POI
253000,16,Raglan,Road,KINGSTON,ON,Inner Harbour,-76.4835325,44.2380221,8,44,0,4,19,0,56,0,10,29,3,3,0,14,17,12,1,40,7,2,4,1,5,0,4,0,15,4,2,0,23,3,0,76,4,0,9,1,0,2,3,0,5,1,16,1,3,1,0,2,0,0,0,0,5,1,4,1,0,0,0,0,17,0,3,0,1,0,2,17,13,1,1,0,1,3,6,2,2,2,0,3,1,0,0,1,0,1,0,0,0,0,1,2,2,3,0,0,0,1,0,3,0,0,4,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,571
320100,999,WINFORD,Place,KINGSTON,ON,Sutton Mills,-76.5849987,44.2554952,14,8,0,0,0,0,1,0,8,17,0,0,0,10,23,0,0,0,2,1,0,0,4,0,0,0,6,1,1,0,7,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
382000,1201,CROSSFIELD,Avenue,KINGSTON,ON,Cataraqui North,-76.5506429,44.2645145,1,1,0,6,2,0,1,0,7,8,1,1,0,2,12,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
232500,75,HILLCREST,Avenue,KINGSTON,ON,Kingscourt / Novelis (Alcan),-76.5003395,44.2502368,10,14,0,2,8,0,4,0,16,18,1,1,0,11,25,0,1,3,14,1,5,0,5,0,5,0,7,2,1,0,19,0,0,0,0,0,10,0,0,0,2,0,3,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,1,0,0,0,6,6,0,1,7,1,3,3,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,247
218500,216,SUTHERLAND,Drive,KINGSTON,ON,Marker's Acres,-76.4851218,44.2683133,9,7,0,1,2,0,1,0,5,9,0,0,0,4,15,0,1,2,9,0,2,0,5,0,0,1,3,1,0,0,5,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
279800,628,JOHNSON,Street,KINGSTON,ON,Sunnyside,-76.5037206,44.2312981,12,38,0,2,13,0,33,2,18,22,3,1,0,14,30,8,0,15,7,2,5,1,6,0,9,0,15,5,1,0,30,5,0,114,1,0,16,1,0,0,4,0,4,0,8,0,3,0,0,2,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,17,5,1,3,0,2,3,5,0,2,2,0,1,1,0,1,2,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,524
253600,1133,DUNHAM,Street,KINGSTON,ON,Westwoods,-76.5993085,44.2550318,16,19,0,0,1,0,1,0,12,16,0,0,0,9,23,0,0,0,2,1,0,0,5,0,0,0,6,1,0,0,5,0,0,0,2,0,11,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
321500,47,GIBSON,Avenue,KINGSTON,ON,Sunnyside,-76.5112354,44.2298379,20,27,0,2,10,0,12,2,13,22,0,1,0,16,21,4,0,9,8,1,6,0,5,0,7,0,11,3,1,0,22,2,0,69,2,0,14,0,0,0,4,0,3,0,3,0,2,0,0,2,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,14,2,1,4,0,1,3,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,389
281500,109,SMITHFIELD,Crescent,KINGSTON,ON,Hillendale,-76.532742,44.2494347,11,6,0,5,1,0,1,0,1,22,0,0,0,13,16,2,1,0,5,0,2,0,2,0,0,0,6,1,1,0,7,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
304200,138,BYRON,Crescent,KINGSTON,ON,Calvin Park,-76.5216119,44.2363051,25,16,0,4,4,0,5,1,7,28,0,0,0,16,23,3,1,4,11,1,6,0,4,0,5,0,15,2,1,0,14,1,0,7,1,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,7,1,0,4,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,269
384500,441,Southwood,Drive,KINGSTON,ON,Mile Square,-76.6277325,44.2313749,0,3,0,0,0,0,0,0,2,6,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
229200,303,LAKEVIEW,Avenue,KINGSTON,ON,Henderson,-76.5727149,44.2266454,9,23,0,0,4,0,1,0,10,11,0,1,0,6,15,0,0,0,2,1,0,0,4,0,0,0,6,1,0,0,6,0,1,0,0,0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
277100,161,LANGFIELD,Street,KINGSTON,ON,Cataraqui North,-76.5508275,44.2613743,1,1,0,3,0,0,0,0,6,10,1,0,0,2,13,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
265000,600,DAVIS,Drive,KINGSTON,ON,Gardiners / Meadowbrook,-76.5655253,44.2531917,5,2,0,0,0,0,1,0,4,12,1,0,0,4,12,0,0,0,8,0,0,0,2,0,0,0,0,0,1,0,3,0,1,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
271000,364,EMERALD,Street,KINGSTON,ON,Cataraqui North,-76.5567912,44.2612628,2,1,0,7,1,0,1,0,3,8,1,0,0,2,8,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,4,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
433100,621,FERNMOOR,Drive,KINGSTON,ON,Gardiners / Meadowbrook,-76.5506565,44.2429423,1,1,0,4,0,0,0,2,5,9,0,0,0,3,9,0,0,0,6,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
358600,851,PURCELL,Crescent,KINGSTON,ON,Sutton Mills,-76.579775,44.252802,10,7,0,0,0,0,1,0,7,13,0,0,0,11,20,0,0,0,2,1,0,0,5,0,0,0,6,1,1,0,8,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
208900,137,Stephen,Street,Kingston,ON,Inner Harbour,-76.4930636,44.242256,11,31,0,2,17,0,19,0,17,30,4,2,0,19,31,7,1,32,13,2,6,1,6,0,7,0,11,5,2,0,32,2,0,66,3,0,18,1,0,2,2,0,4,1,16,1,5,1,0,1,0,0,0,0,4,2,2,0,0,0,3,0,0,0,2,0,1,0,2,21,10,1,2,1,1,3,6,1,2,2,0,2,1,0,0,3,0,0,0,0,0,0,1,2,1,2,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,528
245700,16,TRILLIUM,Court,KINGSTON,ON,Rideau Heights,-76.4936261,44.2623457,11,11,0,3,2,0,1,0,7,15,1,0,0,6,24,0,1,1,12,1,6,0,6,0,0,0,3,1,0,0,9,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,6,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,166
331800,385,CHELSEA,Road,KINGSTON,ON,Henderson,-76.5823542,44.2270415,9,29,0,0,4,1,0,0,12,16,0,1,0,7,21,0,0,0,8,1,0,0,5,0,0,0,6,1,0,0,7,0,1,0,0,0,8,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
264800,36,KINGSCOURT,Avenue,KINGSTON,ON,Kingscourt / Novelis (Alcan),-76.5016246,44.2426092,10,24,0,2,11,0,8,0,16,21,2,1,0,16,29,2,0,8,10,3,6,0,4,0,6,0,12,4,3,0,30,0,0,41,0,0,18,1,0,0,2,0,3,0,5,0,4,1,0,0,0,0,0,0,3,1,1,0,0,1,3,0,0,0,0,0,0,0,0,13,2,1,5,1,2,2,1,0,2,1,0,1,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,367
622900,1431,STONERIDGE,Drive,KINGSTON,ON,Auden Park,-76.5913402,44.2357303,11,37,0,0,3,1,5,0,11,21,0,0,0,9,27,0,0,0,6,0,0,0,9,0,0,0,12,1,0,0,5,0,0,0,2,0,6,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
177000,880,LARCHWOOD,Crescent,KINGSTON,ON,Cataraqui Westbrook,-76.5835219,44.2657041,5,3,0,0,1,0,1,0,1,11,0,1,0,6,11,0,0,0,4,1,0,0,2,0,0,1,0,1,0,0,4,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
179600,761,Ridley,Drive,KINGSTON,ON,Sutton Mills,-76.5765265,44.2563888,8,6,0,0,0,0,1,0,7,13,0,0,0,5,11,0,0,0,4,1,0,0,1,0,0,0,6,1,1,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
180400,467,NELSON,Street,KINGSTON,ON,Kingscourt / Novelis (Alcan),-76.5023061,44.2452243,9,24,0,2,11,0,8,0,16,21,2,1,0,13,25,0,0,5,9,2,5,0,4,0,6,0,12,4,2,0,24,0,0,10,0,0,15,0,0,0,2,0,3,0,1,0,4,1,0,1,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,6,6,1,1,5,1,2,2,1,0,2,1,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,299
304000,514,DIVISION,Street,KINGSTON,ON,Kingscourt / Novelis (Alcan),-76.4956051,44.2438369,12,31,0,2,14,0,10,0,17,27,3,1,0,20,31,4,1,22,11,2,5,0,7,0,9,0,11,4,2,0,32,2,0,46,2,0,18,1,0,2,2,0,3,1,9,0,5,1,0,1,0,0,0,0,4,2,1,0,0,0,3,0,0,0,2,0,0,0,0,14,3,1,3,1,2,3,6,0,2,2,0,2,0,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,2,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,447
242400,403,Davis,Drive,KINGSTON,ON,Gardiners / Meadowbrook,-76.5562057,44.2514066,1,1,0,1,0,0,1,1,4,11,1,0,0,4,12,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,5,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
228600,65,CAMPBELL,Crescent,KINGSTON,ON,Polson Park,-76.5308276,44.2307735,21,23,0,6,5,0,4,1,5,24,0,0,0,11,16,3,1,3,3,1,4,0,3,0,0,0,4,1,1,0,9,3,0,6,2,0,10,0,0,1,2,0,0,0,0,0,2,0,1,2,1,1,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,219
174200,10,ALAMEIN,Drive,KINGSTON,ON,Sunnyside,-76.5130572,44.2332165,24,27,0,1,11,0,10,2,14,28,1,1,0,17,26,5,1,7,11,1,5,0,5,0,6,0,14,4,1,0,22,2,0,34,2,0,16,0,0,0,4,0,3,0,2,0,2,0,0,1,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,13,2,1,5,0,1,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,372
307800,1486,BIRCHWOOD,Drive,KINGSTON,ON,Cataraqui Westbrook,-76.5780874,44.2744063,3,1,0,9,2,0,0,0,1,4,0,1,0,1,3,0,0,0,6,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
259100,899,WINCHESTER,LANE,KINGSTON,ON,Sutton Mills,-76.5790202,44.2579284,9,6,0,0,0,0,1,0,8,12,0,0,0,8,17,0,0,0,4,1,0,0,3,0,0,0,6,1,1,0,6,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
265300,530,BAGOT,Street,KINGSTON,ON,Inner Harbour,-76.4845961,44.2384009,7,45,0,4,19,0,56,0,13,30,4,3,0,13,20,11,1,40,7,2,4,1,5,0,4,0,16,4,2,0,24,3,0,82,4,0,9,1,0,2,2,0,5,1,16,1,3,1,0,2,0,0,0,0,5,2,4,0,0,0,1,0,14,0,3,0,1,0,2,19,13,1,1,0,1,3,6,2,2,2,0,3,1,0,0,2,0,1,0,0,0,0,1,2,2,3,0,0,0,1,0,2,0,0,4,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,585
221700,31,FERGUS,Street,KINGSTON,ON,Kingscourt / Novelis (Alcan),-76.4998754,44.2425339,10,24,0,2,12,0,9,0,16,23,3,1,0,16,29,5,0,13,10,3,5,0,6,0,9,0,14,4,3,0,35,2,0,52,0,0,19,1,0,0,2,0,3,0,8,0,5,1,0,0,0,0,0,0,3,2,1,0,0,1,3,0,0,0,1,0,0,0,0,14,2,1,4,1,2,2,5,0,2,2,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,415
216600,136,DALGLEISH,Avenue,KINGSTON,ON,Greenwood Park / St. Lawrence South,-76.4467409,44.2619098,18,2,1,20,2,0,1,0,2,16,0,0,0,4,8,0,1,0,2,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
229200,933,KILLARNEY,Crescent,KINGSTON,ON,Gardiners / Meadowbrook,-76.5603124,44.256798,1,2,0,1,0,0,1,0,3,11,1,0,0,3,12,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,3,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
